comment_id	parent_id	author_name	author_url	comment_text	published_at	like_count
		@Latexhandske	https://www.youtube.com/@Latexhandske	"A gift of love "	""	0
		@2589jrod	https://www.youtube.com/@2589jrod	"Hearing this again since the olympics and it always gets me so emotional and how epic this performance was"	""	0
		@PaulDeakin-cf7co	https://www.youtube.com/@PaulDeakin-cf7co	"Legend. Absolutely beautiful"	""	0
		@johnarellanoparis	https://www.youtube.com/@johnarellanoparis	"Thank You - Thank You - Thank You for posting this BEAUTIFULLY emotional rendition - Simply Sublime !"	""	0
		@alexgingras6639	https://www.youtube.com/@alexgingras6639	"MAGNIFIQUE ET ÉPIQUE !!"	""	0
		@tonyfontana860	https://www.youtube.com/@tonyfontana860	"La plus grande dame , l'icône de l'humanité"	""	18
		@laetitiagentili908	https://www.youtube.com/@laetitiagentili908	"Aucun hommage à  Édith Piaf n'aurait pû être aussi bien chanté! Merci Mme  Céline Dion !!!"	""	34
		@bourdon845	https://www.youtube.com/@bourdon845	"Cool !!!"	""	0
		@fifibrindacier5549	https://www.youtube.com/@fifibrindacier5549	"Tu n'as rien perdu de ta voix, Céline !! "	""	7
		@ericw4942	https://www.youtube.com/@ericw4942	"Lyrics / Paroles :
Le ciel bleu sur nous peut s'effondrer
Et la Terre peut bien s'écrouler
Peu m'importe si tu m'aimes
Je me fous du monde entier
Tant qu'l'amour innondera mes matins
Tant qu'mon corps frémira sous tes mains
Peu m'importe les problèmes
Mon amour, puisque tu m'aimes
J'irais jusqu'au bout du monde
Je me ferais teindre en blonde
Si tu me le demandais
J'irais décrocher la Lune
J'irais voler la fortune
Si tu me le demandais
Je renierais ma patrie
Je renierais mes amis
Si tu me le demandais
On peut bien rire de moi
Je ferais n'importe quoi
Si tu me le demandais
Si un jour, la vie t'arrache à moi
Si tu meurs, que tu sois loin de moi
Peu m'importe si tu m'aimes
Car moi je mourrais aussi
Nous aurons pour nous l'éternité
Dans le bleu de toute l'immensité
Dans le ciel, plus de problème
Mon amour, crois-tu qu'on s'aime?
Dieu réunit ceux qui s'aiment.

Paroliers : Marguerite Monnot / Edith Piaf"	""	13
		@elenaelena2523	https://www.youtube.com/@elenaelena2523	"Magnifique hommage  je pleurai au JO d entendre cette chanson chanté par une Immense chanteuse .Le réécouter, je pleur encore .merci Céline"	""	5
			https://www.youtube.com/@AviElbaz	"Une diva, une reine on t’aime Céline ️"	""	2
		@andresdaniel2188	https://www.youtube.com/@andresdaniel2188	"The Queen Celine Dion "	""	0
		@bonneauveronique4146	https://www.youtube.com/@bonneauveronique4146	"Cette Céline est unique 
 Il n'y a qu'elle pour chanter Piaf au monde entier"	""	20
		@twoflag	https://www.youtube.com/@twoflag	"juste... WOAW <3"	""	0
		@essel369	https://www.youtube.com/@essel369	"Les poils quand je l’écoute…"	""	0
		@MichelBasspin	https://www.youtube.com/@MichelBasspin	"Elle se foute de autre gueule elle a enregistré ça en studios "	""	0
		@patriciamarechal4640	https://www.youtube.com/@patriciamarechal4640	"En une seule chanson, elle a fait pleurer le monde entier. Merci Céline"	""	227
		@julienmeaux9471	https://www.youtube.com/@julienmeaux9471	"Merci Céline "	""	0
		@sohaibbouamar4747	https://www.youtube.com/@sohaibbouamar4747	""	""	0
		@ValecrindargentetdorquiaimeleT	https://www.youtube.com/@ValecrindargentetdorquiaimeleT	"Quel moment exceptionnel ! Qui mieux que Céline Dion la plus française des canadiennes, pour illuminer le  des français ! Quel cadeau spectaculaire ! Merci Céline, la 🇫🇷 t' !"	""	46
		@sebastienlefebvre3530	https://www.youtube.com/@sebastienlefebvre3530	"J'aime bien Céline Dion quel belle chanson Hymne à L'amour quel émotion quel magnifique avec orchestre symphonique dans les Jeux Olympiques Paris 2024 de l'hommage de Maman "	""	5
		@diottexierpatricia1702	https://www.youtube.com/@diottexierpatricia1702	"Quelle performance, encore mieux de l'écouter plusieurs mois après, elle envoie du lourd "	""	0
		@deyvisonvieira1699	https://www.youtube.com/@deyvisonvieira1699	""	""	0
		@ytbemedias2533	https://www.youtube.com/@ytbemedias2533	"Merci Céline ️"	""	0
		@anaischappe9973	https://www.youtube.com/@anaischappe9973	"Si je perds mon bébé je n'en veux plus apres sinon je me suicide.je vous aime merci de me comprendre jaime mes parents tout l'amour que j'ai donner je vais mourir étouffer il faut que je respirent que je sois libre.ma famille autour de moi.rever c'est tout.merci a mon papa gerard et ma mère et ma tatie. On s'aime jespere"	""	0
		@manueladornelas4238	https://www.youtube.com/@manueladornelas4238	"Maior do mundo "	""	3
		@william178william178	https://www.youtube.com/@william178william178	"I want it a new album on CD"	""	0
		@ArxanMirzeyev.2024	https://www.youtube.com/@ArxanMirzeyev.2024	"Queen Céline 🇨🇵🇺🇸🇨🇦"	""	6
		@misaelsckhetnuter7379	https://www.youtube.com/@misaelsckhetnuter7379	"Divonaaaaa ️"	""	0
		@damienschifano6110	https://www.youtube.com/@damienschifano6110	"Il manque le " Céline Dion. ""	""	0
		@fabricee	https://www.youtube.com/@fabricee	"I feel proud to live and love Celine Dion ️"	""	0
		@user-ve5ln5le9y	https://www.youtube.com/@user-ve5ln5le9y	"A great Thanksgiving surprise! 🇨🇦  Merci!"	""	0
		@sandraxxx509	https://www.youtube.com/@sandraxxx509	"Amazing "	""	0
		@samd3231	https://www.youtube.com/@samd3231	"Alors c'est quoi tout ce buzz là elle s'est chantée c'est quoi cette histoire de maladie elle voulait prendre des vacances ouais après c'est pas ma tasse de thé donc je m'en fous"	""	0
		@ca8rio8ca	https://www.youtube.com/@ca8rio8ca	"Unforgettable. Iconic. Eternal."	""	5
		@heeheeriah	https://www.youtube.com/@heeheeriah	"I wish they uploaded it without the crowd sounds"	""	0
		@celinepp771	https://www.youtube.com/@celinepp771	"이시대 최고의 디바 셀린
당신은 영원한 나의 디바!!!"	""	0
		@isabelcorreia1302	https://www.youtube.com/@isabelcorreia1302	"Brilhanteeeee sempre"	""	1
		@riton1942	https://www.youtube.com/@riton1942	"magnifique !!"	""	4
		@LionelMicheneau	https://www.youtube.com/@LionelMicheneau	"Le plus bel hommage à Édith Piaf 61ans après son décès. ICONIQUE "	""	96
		@richardjacquemoud-collet	https://www.youtube.com/@richardjacquemoud-collet	"ne pas dire qu'il y a 61 ans Edith décédait aux infos ...que m'importe ...on l'aime   nous"	""	0
		@FadiChammas	https://www.youtube.com/@FadiChammas	"This is perfection."	""	7
		@La_Phryge_30	https://www.youtube.com/@La_Phryge_30	"super"	""	1
		@fabianfatale	https://www.youtube.com/@fabianfatale	"Celine Dion for life"	""	4
		@rodfor7850	https://www.youtube.com/@rodfor7850	"Love this voice
Love this song 
Love Celine 
Love from Brazil 🇧🇷 "	""	0
